workId, aired, genres
"34697","Apr 15, 2008","Slice of Life, Comedy"
"35976","Dec 25, 2015","Slice of Life"
"34926","Sep 6, 1996","Drama, Historical"
"7052","Oct 12, 1988 to May 6, 1989","Action, Martial Arts, Samurai, Historical, Seinen"
"31508","2008","No genres have been added yet."
"38001","Sep 28, 2018 to Nov 30, 2018","Slice of Life, Comedy"
"10633","Apr 13, 2011 to Sep 14, 2011","Comedy"
"26263","2000","Kids, Drama"
"36322","2003","Kids"
"37197","Aug 2, 1986","Music, Kids, Romance"
"9546","Jul 21, 1988","Drama"
"2712","Apr 25, 1990","Comedy, Romance"
"30208","Dec 2, 2012","Kids, Music"
"29401","Feb 18, 2008 to Nov 17, 2008","Kids"
"33415","Jun 7, 2016 to 2018","Comedy, School"
"6091","Jan 7, 1992","Action, Mystery"
"29389","Apr 2, 2007 to Dec 24, 2012","Adventure, Kids"
"35030","Not available","Drama, Historical"
"33484","1963","Action, Historical, Kids"
"30070","1981","Action, Historical"
"35560","Jul 28, 2016","Comedy, Music"
"36107","Aug 12, 2017 to Jun 23, 2018","Kids"
"22995","1925","Slice of Life"
"34722","1995 to 1997","Comedy"
"35307","Jan 21, 2014 to Jun 21, 2014","Comedy, Slice of Life"
"36677","Jun 3, 2017","Music"
"19981","Dec 20, 1963 to Mar 27, 1964","Adventure"
"10756","Oct 18, 1917","Drama"
"34743","1974","Historical, Kids"
"29741","2005 to 2006","Sci-Fi"
"37891","Sep 20, 2008 to Dec 31, 2009","Kids, Music"
"9349","Apr 12, 1991","Action, Comedy, Drama, Seinen"
"31942","Apr 4, 1986","Kids, Sports, Music"
"30960","Nov 14, 1992","Horror, Sci-Fi"
"9879","May 21, 1991","Kids"
"10369","May 21, 1989","Comedy, Historical"
"7092","Oct 23, 2009","Sports, Comedy, School, Seinen"
"36313","Not available","Kids, Mecha, Sci-Fi"
"25075","May, 2001","Slice of Life, Drama, Shoujo"
"33199","Jan 21, 1991","Comedy"
"8832","Oct 3, 1992 to Mar 27, 1993","Comedy, Slice of Life"
"32884","Not available","Comedy, Slice of Life"
"33200","1992 to 1993","Kids"
"26151","1997","Historical, Kids"
"30940","2000","Drama, Kids"
"13307","Jun 7, 1964 to Aug 31, 1965","Action, Adventure, Samurai, Shounen"
"19983","Jul 21, 1964","Action, Adventure, Samurai, Shounen"
"7639","Apr 6, 1996 to Sep 21, 1996","Adventure, Fantasy, Shounen"
"37607","Aug 1, 2013","Sci-Fi, Music, Kids, Magic"
"20223","Apr 9, 1975 to Sep 17, 1975","Drama, Historical, Shounen"
"19887","Oct 24, 1987","Sports"
"27963","Oct 11, 1999","Shounen"
"33757","Mar 30, 2016 to Sep 8, 2016","Military, Sci-Fi"
"36674","Oct, 2014","Music"
"24085","Dec 9, 1994 to May 21, 1995","Drama, Seinen"
"30982","1999","Drama, Kids"
"32226","1969","Dementia, Kids"
"10541","Apr 13, 2011 to Jun 22, 2011","Comedy"
"11611","Jan 4, 2011","Comedy"
"13551","Oct 14, 1999 to Sep 13, 2001","Slice of Life, Comedy, Drama, Seinen"
"38690","Aug 16, 2018 to Nov 8, 2018","Action, Adventure, Fantasy, Historical, Martial Arts, Military, Mystery"
"35623","May 8, 2014","No genres have been added yet."
"35514","May 28, 2014","Music"
"1863","Sep 16, 2006 to Mar 24, 2007","Adventure, Fantasy, Historical"
"32369","Jan 13, 2007","Adventure, Fantasy, Historical"
"37930","Jun 21, 2012","Music"
"11405","Oct 4, 1967 to Dec 20, 1967","Action, Sci-Fi"
"37775","Jul 10, 2017","Music, Sports"
"28019","Aug 6, 1987 to Sep 3, 1987","Action, Kids, Mystery"
"36355","Dec 1, 2004","Music"
"36623","Mar 24, 2018 to May 21, 2018","Police"
"37604","May 19, 2013","Music"
"26321","2000","Drama, Kids"
"19999","Mar 31, 1969 to Oct 4, 1969","Adventure, Comedy, Kids"
"8143","Apr 15, 2011 to Feb 24, 2012","Comedy"
"38493","Jul 29, 2018","Slice of Life"
"38307","Oct 2, 2002","Kids, Music"
"16804","Dec, 1982","Action, Mecha, Shounen"
"28573","1996","Drama, Kids"
"23979","Feb 4, 2006","Slice of Life"
"28555","2010","Drama, Fantasy, Kids"
"30933","2005","Drama, Fantasy, Kids"
"24669","Jun 17, 1982","Adventure, Fantasy"
"16814","1978","Action, Adventure, Space"
"11609","Jun 29, 2011 to Sep 14, 2011","Comedy"
"18283","1980","Action, Adventure, Mecha, Sci-Fi, Shounen, Space"
"18303","1981","Action, Adventure, Sci-Fi, Shounen"
"22791","2005","Drama, Slice of Life"
"38539","Jul 22, 2018","Fantasy, Magic, Music"
"31948","Apr 20, 1938","Action, Drama"
"37073","Feb 2, 1989","Kids, Music, Romance"
"21517","May 21, 1990","Kids"
"21941","Dec 23, 2005","Comedy, Fantasy, Kids"
"16988","Dec 24, 2004","Comedy, Fantasy, Kids"
"21933","Jul 29, 1995","Comedy, Fantasy, Kids"
"21935","Jul 25, 1998","Comedy, Fantasy, Kids"
"21973","Feb 1, 1998 to Mar 1, 1998","Comedy, Fantasy, Kids"
"27501","Jul 24, 1999","Kids, Adventure, Fantasy"
"21937","Mar 14, 1992","Comedy, Fantasy, Kids"
"10061","Jul 7, 1990","Comedy, Fantasy, Kids"
"21943","Jul 13, 1996","Comedy, Fantasy, Kids"
"21945","Jul 4, 2009","Kids, Fantasy, Comedy"
"9007","Jul 10, 2010","Comedy, Fantasy, Kids"
"27371","Jul 26, 1997","Kids, Fantasy, Comedy"
"34871","Jul 1, 2017","Kids, Fantasy, Comedy"
"17213","Jul 4, 2009","Comedy, Kids"
"22037","Jul 20, 1991","Comedy, Fantasy, Kids, Sci-Fi"
"17004","Dec 19, 2008","Comedy, Fantasy, Kids, Super Power"
"21947","Jul 14, 2001","Comedy, Fantasy, Kids"
"17215","Jul 16, 2005","Comedy, Kids"
"27569","Jul 10, 2010","Cars, Kids, Fantasy"
"21951","Jul 12, 2008","Kids, Fantasy, Comedy"
"21953","Jul 14, 2007","Comedy, Fantasy, Kids"
"18591","Jul 15, 2006","Fantasy, Kids, Magic"
"37050","Jun 30, 2018","Comedy, Kids, Fantasy"
"27491","Jul 12, 2003","Kids, Fantasy, Comedy"
"27495","Jul 14, 2001","Kids, Adventure, Fantasy"
"27571","Dec 25, 1995","Comedy, Kids, Fantasy"
"27497","Feb 21, 2000","Adventure, Kids, Fantasy"
"16163","Nov 3, 1989","Kids, Adventure, Comedy, Super Power"
"21957","Jul 15, 2006","Comedy, Fantasy, Kids"
"21955","Dec 21, 2007","Comedy, Fantasy, Kids"
"21959","Jul 16, 2005","Kids, Fantasy, Comedy"
"10056","Jul 17, 1993","Comedy, Fantasy, Kids"
"22035","Jul 20, 1994","Comedy, Fantasy, Kids"
"29901","Jul 4, 2015","Comedy, Kids, Fantasy"
"21291","Aug 26, 1990","Comedy, Fantasy, Kids"
"21961","Jul 16, 1994","Comedy, Fantasy, Kids"
"18355","Jul 6, 2013","Comedy, Fantasy, Kids"
"9446","Jul 26, 1997","Comedy, Kids"
"9451","Jul 29, 2000","Comedy, Kids"
"32676","Jul 2, 2016","Kids, Fantasy, Comedy"
"19433","Jul 7, 1990","Kids"
"27373","Apr 26, 1995 to Feb 1, 1996","Kids, Fantasy, Comedy"
"21975","Mar 20, 2000 to Nov 22, 2000","Comedy, Fantasy, Kids"
"27683","Jul 7, 2012","Comedy, Kids, Fantasy"
"23617","Jul 5, 2014","Kids, Fantasy, Comedy"
"17219","Jul 13, 2002","Kids, Fantasy, Comedy"
"21293","Jul 14, 2007","Comedy, Fantasy, Kids"
"17006","Dec 22, 2006","Comedy, Fantasy, Kids, Super Power"
"10060","Jul 13, 1996","Comedy, Fantasy, Kids"
"10684","Jul 2, 2011","Comedy, Fantasy, Kids"
"20113","Jul 13, 2002","Adventure, Kids"
"21295","Jul 25, 1998","Comedy, Fantasy, Kids"
"18357","Jul 6, 2013","Comedy, Fantasy, Kids"
"10057","Jul 20, 1991","Comedy, Fantasy, Kids"
"21963","Jul 17, 2004","Comedy, Fantasy, Kids"
"10059","Mar 14, 1992","Kids, Fantasy, Comedy"
"10685","Jul 2, 2011","Comedy, Fantasy, Kids"
"21297","Jul 29, 2007","Comedy, Fantasy, Kids"
"14381","Jul 7, 2012","Kids, Adventure, Fantasy, Comedy, Super Power"
"21967","Jul 12, 2008","Comedy, Fantasy, Kids"
"21969","Jul 17, 2004","Comedy, Fantasy, Kids"
"21971","Jul 24, 1999","Comedy, Fantasy, Kids"
"27493","Nov 5, 2003","Comedy, Kids, Fantasy"
"10058","Jul 29, 1993","Comedy, Fantasy, Kids"
"33188","May 6, 2016 to Jun 24, 2016","Slice of Life, Comedy"
"11497","Apr 4, 2004 to Oct 3, 2004","Comedy, Kids, School"
"30024","Jun 27, 1987","Drama, Kids"
"36585","Apr 9, 2016 to Sep 23, 2016","Drama"
"9965","Dec 30, 1991","Mecha"
"30762","2007","Slice of Life"
"31005","1996","Drama, Historical, Kids"
"17619","Feb 7, 1984 to Jun 26, 1984","Adventure, Drama, Historical"
"32074","Jun 2, 1992","Kids, Music"
"35137","Jul 21, 1983","Action, Comedy, Mecha"
"3451","Oct 5, 1992 to Apr 4, 1993","Adventure, Sci-Fi"
"38488","Oct 16, 2018","Music"
"18447","Feb 27, 2003 to Aug 21, 2003","Action, Fantasy, Super Power"
"24819","Aug 30, 2014","Kids"
"30120","Apr 7, 1997 to Apr 10, 1999","Kids, Adventure"
"35633","Jun 13, 2017","Adventure, Fantasy"
"34423","Apr 4, 2016","Music"
"27575","Jul 16, 1942","Military, Historical"
"15111","Sep 4, 2012 to Nov 4, 2012","Kids"
"33772","Apr 26, 2013 to Dec 11, 2014","Adventure, Fantasy"
"33773","Dec 30, 2013","Adventure, Fantasy"
"18703","Sep 25, 1992","Sci-Fi, Space"
"9500","Nov 28, 1998 to Feb 28, 1999","Action, Romance, Sci-Fi"
"36537","Oct 24, 2018","Music, Slice of Life, School"
"38477","Oct 7, 2018","Music"
"37414","Feb 14, 2018 to ?","Music"
"29657","1975","Dementia"
"36657","Jul 12, 2017 to May 2, 2018","Kids, Fantasy"
"36656","May 2, 2017","Fantasy, Kids"
"29475","Mar 23, 2009","Adventure, Fantasy, Kids, Sci-Fi"
"10989","Oct 16, 2001 to Dec 22, 2001","Comedy, Kids"
"23911","Jan 29, 1967 to Feb 5, 1967","Adventure, Sci-Fi"
"32629","Jan 7, 1968 to Jan 14, 1968","Sci-Fi"
"9906","Jun 4, 1980 to Dec 28, 1980","Adventure, Music, Shoujo"
"35331","Mar, 2004 to ?","Comedy"
"3575","Feb 16, 2008","Comedy, Parody"
"6482","Apr 1, 2008 to Sep 30, 2008","Kids"
"33999","Feb 4, 2009","Kids"
"6481","Apr 7, 2009 to Sep 29, 2009","Kids"
"34000","Jan 19, 2010","Kids"
"33998","Nov 20, 2007","Kids"
"4440","Jun 8, 1981","Action, Martial Arts, Sports"
"33320","2015","No genres have been added yet."
"7683","2000","Drama"
"11713","1990","Fantasy, Kids"
"4553","Sep 15, 2005 to Jul 19, 2007","Fantasy"
"37664","Mar 30, 2018","Drama, Parody, Slice of Life"
"34699","Jul 26, 2014","Slice of Life"
"25101","2008","Comedy, Slice of Life, Kids"
"24969","Jul 4, 2014 to Aug 22, 2014","Comedy, Slice of Life, Kids"
"38794","Oct 23, 2011","Music"
"38495","Oct 9, 2018","Music"
"17991","Mar 25, 1990","Comedy, Ecchi, Game"
"17989","Dec 21, 1990","Comedy, Ecchi, Fantasy, Game"
"16790","1982","Action, Space, Mecha, Shounen"
"30159","Not available","Mecha, Shounen"
"16806","1982","Action, Mecha, Shounen"
"6981","Oct 9, 1992 to Mar 13, 1993","Game, Comedy, Shounen"
"16454","Jun 1, 1999 to Jul 2, 1999","Comedy, Ecchi, School"
"34490","Jan 20, 2001 to Sep 29, 2001","Comedy"
"2701","Apr 5, 1999 to Feb 3, 2000","Comedy, Kids"
"38568","Jul 7, 2007 to Sep 29, 2007","Comedy, Mecha"
"34813","1994 to 1996","Comedy, Kids"
"32907","Jun 4, 1979","Music, Kids"
"22845","Jun 1, 2009 to Aug 20, 2009","Comedy, Kids"
"26035","Apr 21, 1991","Comedy"
"34936","Mar 11, 2013","Fantasy, Game"
"8644","Apr 21, 2007 to May 5, 2007","Comedy, Fantasy, Kids"
"30961","Apr, 2005 to Feb, 2011","Slice of Life"
"36265","Oct 7, 2017 to Dec 23, 2017","Kids, Slice of Life"
"38560","Oct 3, 2018 to Dec 19, 2018","Kids, Slice of Life"
"38763","Sep 3, 2013","Music"
"16568","Jul 30, 1982","Action, Mecha, Sci-Fi"
"35350","Mar 31, 2015 to Apr 3, 2017","Music"
"22065","Sep 14, 1992 to Jan 23, 1993","Action, Adventure, Comedy, Kids"
"35004","Jun 5, 2017 to ?","Slice of Life, School, Seinen"
"30284","1989","Kids"
"19517","Jul 20, 1991","Sci-Fi, Space, Kids, Fantasy"
"37409","Mar 19, 2018 to ?","Slice of Life, Comedy"
"26261","2000","Drama, Kids"
"26219","2004","Drama, Kids"
"38308","Feb 1, 2001","Kids, Music"
"9562","Oct 4, 2010 to Mar 29, 2011","Comedy, Parody"
"16754","1979","Action, Adventure, Super Power, Shounen"
"14821","Jul 27, 1977","Action"
"32590","Mar 23, 2001 to Oct 12, 2001","Action, Comedy, Mecha"
"18629","Mar 20, 1992","Kids, Slice of Life, Drama"
"35138","Jan 16, 2010 to Feb, 2010","Action, Sci-Fi, Kids, Mecha"
"18567","Apr 5, 1990 to May 25, 1990","Shounen"
"18569","Nov 25, 1987 to May 25, 1989","Shounen"
"37790","Nov 23, 2017","Slice of Life"
"37669","Apr, 2017","Music"
"37670","Apr 1, 2018","Music"
"37115","Apr 4, 2014","Comedy, Parody, Super Power"
"33662","Aug 20, 2016","Comedy, Parody"
"19535","Sep 13, 2013","Comedy, Parody, Super Power"
"34371","Sep 9, 2009","Comedy, Parody"
"34628","Jun 28, 2012","Comedy"
"33945","Jun 30, 2016 to Nov 22, 2016","Samurai"
"33922","Apr 6, 2016 to ?","Comedy"
"36132","Jul 29, 2017","Comedy, Parody"
"30153","Apr 25, 2013 to May 20, 2013","Comedy, Slice of Life"
"32142","Nov 16, 2014","Comedy, Slice of Life"
"20235","Aug 15, 2003","Historical, Drama"
"38361","Sep 11, 2018 to ?","Game, Fantasy"
"38110","Jun 17, 2018 to ?","Comedy, Parody, School"
"38112","Jun 14, 2018 to ?","Comedy, Fantasy, Parody"
"29485","Nov 4, 2005 to Oct, 2011","Kids, Fantasy"
"32663","Oct 1, 2016 to ?","Adventure, Kids"
"34782","Jan 27, 2017 to Feb 1, 2017","Comedy, Ecchi, Fantasy"
"36326","1991","Historical"
"6519","Jul 12, 1997","Kids"
"34310","Apr 28, 2017","No genres have been added yet."
"19843","Sep 5, 2013 to Mar 27, 2014","Comedy, Fantasy, Kids"
"30232","Apr 2, 2015 to Sep 24, 2015","Comedy, Fantasy, Kids"
"30754","Sep 3, 2012","Comedy, Parody"
"15865","Sep 10, 2012 to Aug 29, 2013","Comedy, Kids"
"34785","Aug 6, 2015","Slice of Life"
"35103","Not available","Historical, Kids"
"26093","2010","Drama, Kids"
"30971","May 14, 2015","Slice of Life"
"36809","Feb 1, 1972","Kids, Music"
"23003","Apr 22, 1962","Historical, Slice of Life"
"35276","Not available","Kids, Music"
"36356","Feb 15, 1965","Music, Kids"
"35003","Apr 15, 2016","Kids, Music"
"15129","Aug 1, 2009","Music"
"34083","Mar 26, 2015","Fantasy, School"
"17487","Apr 10, 2001 to Jan 16, 2002","Comedy, Mystery"
"36979","Feb 9, 2018 to Mar 19, 2018","Comedy"
"37284","May 15, 2018","Comedy"
"38624","Nov 1, 2018","Comedy"
"27377","Mar 19, 1967","Kids"
"35490","May 28, 1931","Historical, Fantasy"
"34872","Feb 5, 2017","Comedy"
"26311","1976","Historical, Kids, Drama"
"35130","Not available","Kids, Drama"
"38569","Jan 5, 2008 to Mar 29, 2008","Comedy, Mecha"
"38570","Apr 5, 2008 to Sep 27, 2008","Comedy, Mecha"
"19989","Dec 14, 1965 to Oct 11, 1967","Action, Sci-Fi, Shounen"
"32149","Dec 26, 2011 to Jan 18, 2012","Comedy, Slice of Life"
"38323","Aug 2, 1991","Kids, Music"
"29425","Jan 10, 2011 to ?","Adventure, Music, Kids"
"35579","Apr 16, 2003 to ?","Comedy"
"26269","2004","Drama, Historical, Kids"
"34705","Not available","Kids, Magic"
"32585","Feb 28, 2016 to Jul 9, 2017","Adventure"
"29669","1971","Dementia"
"37351","Feb 1, 2018","Music, Space"
"33822","2000","Drama, Historical"
"37789","Sep 18, 2003 to Mar 16, 2005","Slice of Life, Comedy"
"5986","Jul 27, 1990 to Aug 24, 1990","Adventure, Fantasy"
"36081","Apr 16, 2012","Music"
"5922","Sep 22, 1990","Adventure, Demons, Fantasy"
"38311","Oct 2, 2001","Kids, Music, Super Power"
"37280","May 28, 2018 to Jun 26, 2018","Historical, Drama, Romance, Samurai"
"26273","2004","Drama, Historical, Kids, Samurai"
"26239","1995","Drama, Historical, Kids, Space"
"37133","Mar, 2013","Slice of Life, School"
"32167","Jun 14, 1988","Kids, Music"
"36638","Jun 16, 2016","Fantasy, Game"
"36952","Oct 26, 2018 to ?","Action, Comedy, School, Shounen, Sports"
"25987","May 23, 2015","Comedy, Parody"
"18907","Apr 26, 1997","Kids, Slice of Life, Comedy"
"2930","Oct 6, 2007 to Dec 22, 2007","Comedy"
"32732","1997","Adventure, Fantasy"
"23723","Jan 21, 1996 to Nov 8, 1996","Action, Comedy"
"33077","Jan 15, 1992","Historical"
"34960","Jun 24, 2015 to Nov 25, 2015","Comedy"
"11681","Aug 4, 2007","Fantasy"
"19445","Apr 6, 2013 to Mar 26, 2016","Slice of Life, Mecha"
"27993","Jan 1, 1964","Adventure, Mecha, Sci-Fi, Shounen"
"7982","Jan 18, 2006","Adventure"
"29151","Dec 18, 2013","Historical"
"30582","Apr 12, 2013","Kids, Comedy, Music"
"7629","Aug 31, 2006 to Nov 24, 2006","Comedy, Drama, Slice of Life"
"5943","Aug 5, 2000","Adventure, Sci-Fi"
"38338","1974","Kids"
"36279","2008","Kids"
"34719","1998","Music"
"36099","Apr 3, 2016","Fantasy, Kids"
"37215","Aug 12, 2017","Comedy"
"31892","Apr 23, 2012 to ?","Adventure, Fantasy, Historical"
"31893","Mar 3, 2014 to ?","Adventure, Fantasy, Historical"
"18919","Aug 3, 2013 to Jan 22, 2014","Action, Supernatural, Seinen"
"9417","1985","Adventure"
"29501","Jan 3, 2012","Kids, Sports"
"7844","2008","Dementia"
"9956","2005 to 2007","Comedy"
"15399","Oct 6, 2001","Action"
"32593","Dec 19, 2015","Adventure, Comedy, Kids, Fantasy"
"32596","Apr 13, 2017 to Apr 19, 2018","Adventure, Comedy, Kids, Fantasy"
"34416","Dec 17, 2016","Adventure, Comedy, Fantasy, Kids"
"37683","Apr 4, 2018","Music"
"36066","Sep 17, 2009","Music"
"37228","1983","Adventure"
"33739","Oct 4, 2011 to Nov 24, 2011","Comedy, Historical, Kids"
"33753","Sep 27, 2012 to Nov 12, 2012","Comedy, Historical, Kids"
"38246","Aug 17, 2017 to Sep 21, 2017","Comedy, Historical, Kids"
"37888","Apr 26, 2017 to Oct 11, 2017","Action, Adventure, Demons, Fantasy, Magic"
"29369","Aug 2, 1998 to Apr 23, 2010","Kids, Fantasy"
"34859","Jul 25, 2012","Music"
"27839","1991","Kids, Historical, Drama"
"35680","Mar 10, 2018","No genres have been added yet."
"20111","Feb 12, 1999","Adventure, Sci-Fi"
"12529","Oct 14, 1989","Action, Adventure"
"38304","Oct 1, 2002","Kids, Music"
"38461","Oct 3, 2014","Mystery, School, Super Power, Thriller"
"35287","Oct 14, 2013 to Apr 8, 2016","Slice of Life, Comedy"
"38075","Jan 1, 2018 to Mar 27, 2018","Cars, Kids"
"38757","Mar 7, 2016","Dementia, Music"
"19049","Jun 3, 1995","School, Sports"
"19991","Nov 14, 1966 to Apr 15, 1967","Comedy, Kids, Mystery"
"38571","Oct 26, 2011 to Mar 14, 2011","Comedy, Mecha"
"20125","Oct 5, 1977 to Mar 29, 1978","Cars, Comedy, Parody, Shounen"
"35453","Apr 28, 2016 to Jul 1, 2016","Game, Parody"
"30928","2012","Drama, Kids"
"26339","2000","Kids, Drama"
"24803","Oct 23, 2010","Kids"
"26149","1982","Fantasy, Historical, Kids"
"36621","May 28, 2015","Kids, Music"
"30036","Jun 29, 1995","Romance, Music"
"17201","Dec 22, 1998 to Mar 25, 1999","Adventure, Fantasy"
"19513","Apr 20, 1989 to Feb 25, 1990","Horror, Shounen"
"23407","Dec 20, 2003 to Dec 27, 2003","Historical, Drama"
"36204","Feb 10, 2018","Music, Romance"
"32799","Apr 6, 2011 to ?","Kids, Music"
"29473","Apr 10, 1995 to Jun 5, 1995","Kids, Slice of Life, Adventure, Historical"
"26275","2004","Kids, Samurai, Historical, Drama"
"33525","Dec, 2014","Sci-Fi"
"38506","Oct, 2011","Dementia"
"33821","1987","Historical, Drama"
"29780","2010","Dementia, Music"
"33473","Dec 30, 2016 to Jan 7, 2017","Comedy, Sports"
"33533","Aug 8, 2008","Comedy, Parody, Sports"
"36856","Jan 20, 2018 to Aug 18, 2018","Sci-Fi, Adventure, Police, Mecha"
"34741","Apr 15, 2017 to Dec 23, 2017","Adventure, Mecha, Police, Sci-Fi"
"36857","Aug 24, 2018","Sci-Fi, Adventure, Police, Mecha"
"13457","Mar 28, 2011 to ?","Comedy, Kids"
"29209","1992 to 1993","Kids, Slice of Life"
"34188","Not available","Fantasy, Kids"
"26287","2003","Comedy, Kids, School"
"35534","Aug 2, 2011","Music"
"10242","Oct 3, 2004 to Dec 26, 2004","Comedy"
"20233","Apr 5, 1974 to Jun 27, 1975","Comedy, Sci-Fi"
"9825","May 25, 1990","Comedy"
"36084","May 15, 2011","Music"
"35101","Not available","Kids"
"30135","Jul 20, 1967","Kids, Historical"
"23769","Jun 28, 1996 to Jul 27, 1996","Comedy, Shounen"
"35958","Jul 17, 2017","Music"
"34258","Mar 21, 2014","Adventure, Fantasy, Sci-Fi"
"36082","Jun 17, 2012","Music"
"32144","Sep 15, 2015 to Oct 18, 2015","Slice of Life"
"6124","Dec 4, 1981","Adventure, Drama, Fantasy, Historical, Supernatural"
"38326","Oct 1, 1985","Kids, Music"
"5278","Oct 3, 1998 to Mar 27, 1999","Action, Sci-Fi, Adventure, Comedy, Romance"
"37385","Apr 22, 2012","Action, Music, Parody"
"28685","Jun 3, 2005","Action, Comedy"
"29667","1969","Dementia"
"37692","Apr 2, 2018","Kids, Music"
"34858","Apr 25, 2015","Music"
"38384","Sep 24, 2018 to ?","Comedy"
"36086","Aug 2, 2014","Music"
"18137","Apr 2, 2013 to Sep 26, 2013","Kids"
"22131","Feb 22, 2014","Kids"
"38686","Nov 14, 2018","Music"
"20087","Jun 11, 2007 to Jun 15, 2007","Game"
"21509","Nov 10, 2010 to Jan 26, 2011","Adventure, Fantasy, Comedy"
"36764","2005","Music, Space"
"35058","Jan, 2015","Historical, Kids"
"36358","Jun 2, 1970","Music"
"34163","2011 to 2012","Comedy"
"34164","Mar 25, 2011","Comedy"
"6917","Oct 10, 1987 to Oct 1, 1988","Comedy"
"29649","1966","Dementia"
"35056","1982","Kids"
"34186","2012","Kids"
"33691","1966","Fantasy"
"32598","Not available","Historical"
"29479","Jun 17, 2011","Kids"
"38392","Sep 21, 2018","Music"
"5473","Nov 2, 2002 to Sep 13, 2003","Slice of Life, Comedy"
"28023","Sep 1, 1971","Kids"
"9175","Jan 9, 1990 to Dec 25, 1990","Kids, Slice of Life, Comedy, Shoujo"
"12903","Oct 24, 1982","Historical"
"36116","Oct 14, 2016","Music"
"10943","Dec 5, 1993","Comedy, Drama, Romance, School, Shounen, Slice of Life"
"6273","Aug 1, 2006","Historical"
"32646","Apr 18, 2010 to Dec 5, 2010","Drama"
"35528","May 5, 1987","Drama, Sports"
"19555","1978","Action, Drama, Shounen"
"32889","Jul 11, 2011","Action, Adventure, Comedy, Martial Arts"
"32890","Feb 21, 2015","Action, Adventure, Comedy, Martial Arts"
"38640","1998","No genres have been added yet."
"37749","Sep 14, 2017 to Apr 12, 2018","Cars, Game, Kids, Mecha"
"35542","May 19, 2016 to Aug 25, 2016","Game, Adventure, Cars, Kids, Mecha"
"35543","Mar 2, 2017 to Aug 24, 2017","Game, Adventure, Cars, Kids, Mecha"
"35545","Jan 18, 2017","Game, Adventure, Cars, Kids, Mecha"
"37750","Oct 15, 2017 to Nov 19, 2017","Adventure, Cars, Game, Kids, Mecha"
"37751","Feb 8, 2018","Adventure, Cars, Game, Kids, Mecha"
"19311","Dec, 2004 to Jan, 2006","Adventure, Kids"
"36359","Apr 1, 2003","Music"
"38549","Apr 6, 2018 to Sep 14, 2018","Comedy"
"12901","Jul 14, 1987","Adventure, Sci-Fi"
"4131","Dec 18, 1998 to Apr 25, 1999","Action, Adventure"
"23537","May 5, 1982","Sports, Kids"
"35368","1992","Music, Romance"
"34422","2010","Dementia"
"12899","Oct 25, 1991","Martial Arts, School, Shounen, Sports"
"3975","Apr 8, 2008 to Dec 28, 2010","Comedy, Slice of Life"
"37002","Jan 9, 2018 to ?","Kids"
"37549","May 15, 2011","Thriller"
"6989","May 8, 1965 to Apr 28, 1966","Action, Adventure, Sci-Fi"
"35041","1993","Kids, Sci-Fi"
"35042","1994","Kids, Sci-Fi"
"21037","Oct 5, 2010","Sci-Fi, Mystery, Space, Fantasy"
"29283","1999","Comedy, Sci-Fi"
"33086","Mar 29, 2016 to Jul 21, 2016","Adventure, Space, Comedy"
"37915","Oct 12, 2018","Sci-Fi, Space"
"36293","Apr 4, 1986","Music, Space"
"12897","Feb 1, 1965 to Nov 29, 1965","Sci-Fi, Space"
"12887","May 4, 1965 to Mar 28, 1967","Action, Adventure, Sci-Fi"
"12895","Jul 24, 1965","Action, Adventure, Sci-Fi"
"19985","Apr 8, 1965 to Mar 31, 1966","Kids"
"17649","Apr 7, 1995 to Aug 25, 1995","Action, Comedy, School, Shounen"
"19059","1991","Sci-Fi, Kids"
"10815","Oct 7, 1976 to Feb 24, 1977","Action, Sci-Fi, Mecha"
"16830","1983","Action, Kids, Adventure, Space, Sci-Fi"
"18269","1979","Action, Adventure, Sci-Fi, Shounen"
"23641","Oct, 1955","Fantasy, Kids"
"8345","Nov 20, 2006 to Dec 25, 2006","Comedy, Slice of Life"
"34078","Jul, 2013 to 2013","Kids, Slice of Life"
"37698","Oct 4, 2017 to Dec 27, 2017","Kids, Slice of Life"
"8346","Nov 23, 2007","Fantasy"
"30049","1996","School, Slice of Life"
"30054","2004","School"
"10244","Mar 12, 1988","Adventure, Comedy"
"25981","2008","Action, Kids"
"10909","Mar 17, 1984","Kids, Super Power"
"30122","Mar 6, 1999","Comedy, Kids, Parody, Sci-Fi, Space, Super Power"
"34692","Sep 7, 2005","Slice of Life"
"12835","Apr 1, 1969 to Sep 23, 1969","Comedy, Slice of Life"
"12861","Mar 12, 1994","Comedy"
"37462","Dec 1, 2011","Kids, Music"
"16253","Jan 4, 1990","Fantasy, Comedy"
"30977","1987","Drama, Kids"
"20225","Aug 15, 2002","Drama, Historical"
"34038","Aug 1, 1968","Fantasy, Historical"
"32388","Dec 20, 2015","Kids"
"34990","Mar 20, 2017 to ?","Fantasy, Kids"
"32580","Jun 15, 2001 to Dec 7, 2001","Adventure, Fantasy"
"34426","Jun 8, 2013","Kids"
"36063","Sep 8, 2016","Music"
"33085","Jan 10, 2010 to Apr 4, 2010","Comedy, Magic"
"34124","Dec 13, 2012","Comedy"
"4598","Sep 30, 1974 to Mar 29, 1975","Adventure, Comedy, Kids"
"38353","Jun, 2018","Slice of Life"
"37467","Apr 5, 2018 to ?","Slice of Life"
