workId, aired, genres
"34480","May 1, 2017 to Jul 4, 2017","Ecchi, School, Shounen"
"25801","Mar 6, 2015 to Aug 7, 2015","Drama, Josei"
"1279","Jun 29, 1982 to Jun 7, 1983","Adventure, Historical, Sci-Fi"
"6046","Oct 3, 2009","Action, Adventure, Fantasy, Magic, Military"
"6444","Oct 3, 2009 to Mar 27, 2010","Adventure, Supernatural, Fantasy, Shounen"
"16011","Oct 9, 2013 to Mar 26, 2014","Comedy, Supernatural, Magic, Romance, School"
"2213","Oct 11, 2004 to Mar 6, 2006","Drama"
"110","Apr 27, 1997 to Sep 13, 1998","Action, Comedy, Drama, Shounen"
"7303","Dec 17, 2007","Adventure, Mystery, Comedy, Police, Shounen"
"37822","Dec 1, 2018 to ?","Action, Adventure, Fantasy, Historical, Martial Arts, Supernatural"
"986","Oct 17, 1990","Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
"32915","Jul 27, 2016","Action, Mystery, Supernatural"
"13629","Mar, 2012","Music, Slice of Life, Drama, Romance"
"4725","Oct 6, 2008 to Dec 22, 2008","Action, Super Power, Supernatural, Thriller"
"9760","May 7, 2011","Adventure, Romance, Fantasy"
"36545","Feb 24, 2017 to Jun 2, 2017","Comedy, Historical, Supernatural, Romance"
"33089","Jan 11, 2017 to Mar 29, 2017","Adventure, Comedy, Fantasy"
"1915","Apr 2, 2007 to Sep 24, 2007","Action, Magic, Comedy, Super Power, Drama"
"2985","Oct 3, 2007 to Mar 26, 2008","Mystery, Comedy, Demons, Supernatural, Shounen"
"18849","Dec 15, 2013","Slice of Life, Supernatural, Drama, Fantasy, Shoujo"
"14407","Nov 23, 2013","Action, Supernatural, Fantasy"
"9745","Jun 4, 2011","Action, Historical, Martial Arts, Samurai, Super Power"
"5507","Apr 5, 2009 to Sep 27, 2009","Action, Military, Romance"
"35503","Jul 13, 2018 to Sep 28, 2018","Music, School"
"30549","Oct 3, 2015 to Dec 26, 2015","Action, Drama, Mecha, Military, Sci-Fi"
"3470","Apr 7, 2008 to Sep 15, 2008","Comedy, Romance, School, Shoujo"
"10278","Jul 8, 2011 to Dec 23, 2011","Comedy, Drama, Music"
"2558","Jan 17, 1993 to Dec 19, 1993","Drama, Historical, School, Slice of Life"
"15197","Sep 14, 2013","Action, Mecha, Military"
"20031","Jan 7, 2014 to Mar 25, 2014","Game, Comedy, School, Seinen"
"36704","Jul 12, 2018 to Sep 27, 2018","Comedy, Drama, School, Slice of Life, Sports"
"132","Oct 5, 2002 to Sep 20, 2003","Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural"
"35006","Apr 5, 2017","Music"
"9288","Oct 30, 2010","Fantasy, Kids, Magic, Shoujo"
"10935","Aug 24, 2011 to Sep 21, 2011","Drama, School"
"10471","Jun, 1997","Adventure, Drama"
"10790","Apr 5, 2012 to Jun 7, 2012","Action, Harem, Comedy, Supernatural, Magic, Ecchi"
"19669","Dec 4, 2013","Sports, Comedy, School, Shounen"
"584","Oct 12, 2005 to Mar 29, 2006","Adventure, Drama, Sci-Fi, Slice of Life"
"462","Mar 1, 2003","Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
"34161","Feb 25, 2017","Action, Game, Supernatural, Magic, Fantasy"
"24543","Apr 4, 2015","Action, Supernatural, Fantasy"
"25729","Apr 4, 2015","Comedy, Drama, Slice of Life"
"14227","Oct 2, 2012 to Dec 25, 2012","Slice of Life, Comedy, Romance, School, Shoujo"
"10715","Sep 10, 2011","Action, Sci-Fi, Super Power, Supernatural"
"1830","Aug 23, 2006 to Feb 21, 2007","Action, Fantasy, Comedy, Drama"
"30413","Aug 28, 2015","Comedy, Drama, Shounen, Sports"
"34445","Nov 25, 2017 to Jan 6, 2018","Slice of Life, Drama, Magic, Fantasy"
"11319","Jan 7, 2012 to Mar 24, 2012","Adventure, Magic, Romance, Ecchi, Fantasy"
"32977","Apr 2, 2016 to Mar 31, 2018","Comedy, Music, Slice of Life"
"2214","Apr 10, 2006 to Sep 4, 2006","Action, Drama"
"5177","Feb 4, 2009 to Dec 4, 2009","Mystery, Thriller, School"
"905","Mar 4, 1995","Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
"32948","Oct 14, 2016 to Dec 23, 2016","Slice of Life, Drama, Romance"
"24765","Jul 9, 2015 to Sep 24, 2015","Slice of Life, Psychological, School, Horror, Mystery"
"1301","Aug 4, 1979","Sci-Fi, Adventure, Space, Drama, Fantasy"
"2026","Apr 1, 2007 to Mar 30, 2008","Action, Harem, Comedy, Parody, Romance, Shounen"
"6372","Nov 28, 2009","Comedy, Drama, Mystery, Romance, Slice of Life, Thriller"
"33209","Jan 8, 2016 to Apr 15, 2016","Comedy, Historical, Supernatural, Romance"
"3731","Apr 5, 2008 to Sep 25, 2008","Comedy, Romance, Shoujo"
"6624","Mar 14, 2009","Action, Mystery, Romance, Super Power, Thriller"
"8532","Mar, 2010","Comedy, Shounen"
"1606","Oct 16, 2006 to Feb 5, 2008","Adventure, Comedy, Fantasy, Shounen"
"1483","Oct 6, 1998 to Mar 29, 1999","Adventure, Mystery"
"7627","Jul 3, 2010 to Sep 26, 2010","Comedy, School, Slice of Life"
"32668","Feb 4, 2016","Action, School, Supernatural, Vampire"
"2112","Apr 4, 2007 to Sep 26, 2007","Shounen, Sports"
"23775","Nov 22, 2014","Action, Drama, Fantasy, Shounen, Super Power"
"33417","Jan 12, 2017 to Mar 16, 2017","Slice of Life, Comedy, Drama, Romance, Shounen Ai"
"13663","Oct 6, 2012 to Dec 29, 2012","Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen"
"28979","Jul 7, 2015 to Oct 29, 2015","Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen"
"10033","Apr 3, 2011 to Mar 30, 2014","Action, Adventure, Comedy, Fantasy, Shounen"
"969","Apr 29, 2006 to Nov 4, 2006","Action, Adventure, Fantasy, Romance, Supernatural, Drama, Mystery, Shounen"
"22583","Aug 9, 2014","Sci-Fi, Slice of Life, Space, Comedy, Seinen"
"32681","Apr 1, 2016 to Jun 24, 2016","Action, Adventure, Comedy, Space"
"1650","Oct 6, 1974 to Mar 30, 1975","Action, Adventure, Drama, Military, Sci-Fi, Space"
"11531","Nov 19, 2011","Mystery, Supernatural"
"7762","Feb 23, 2010 to Jun 23, 2014","Comedy, Demons, Supernatural"
"3090","Dec 9, 2007","Comedy, Magic, Romance, Seinen, Supernatural"
"1946","Feb 2, 2003 to Jan 25, 2004","Adventure, Drama, Historical, Romance, Shoujo"
"37176","Mar 3, 2018 to May 13, 2018","Action, Adventure, Historical, Demons, Romance, Martial Arts, Fantasy"
"31931","Apr 13, 2018 to Jul 18, 2018","Action, Mecha, Military"
"430","Jul 23, 2005","Military, Comedy, Historical, Drama, Fantasy, Shounen"
"129","Apr 4, 2000 to Mar 27, 2001","Adventure, Comedy, Supernatural, Drama, Shounen"
"17729","Oct 5, 2014 to Dec 28, 2014","Drama, Harem, Psychological, Romance, School"
"35082","Sep 30, 2017","Drama, Music, School"
"17","Sep 11, 2002 to Sep 10, 2003","Slice of Life, Comedy, Sports, Shounen"
"5231","Oct 5, 2008 to Apr 27, 2011","Sports, Super Power, Shounen"
"452","Dec 22, 2001","Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen"
"35241","Oct 4, 2017 to Dec 20, 2017","Slice of Life, Fantasy, Seinen, Shoujo Ai"
"9136","Oct 27, 2010 to May 25, 2011","Fantasy, Supernatural, Comedy, Parody, Shounen"
"6172","Dec 19, 2009","Mystery"
"23321","Oct 4, 2014 to Mar 28, 2015","Action, Adventure, Fantasy, Game, Magic"
"23441","Nov 22, 2014","Comedy, Romance, Shounen Ai"
"36565","Apr 7, 2018 to Sep 22, 2018","Comedy, Sports, Drama, Shounen"
"36494","May 29, 2013","Music, Psychological, Sci-Fi"
"36990","Aug 25, 2018","Comedy, Slice of Life, Seinen"
"35067","Oct 3, 2017 to Mar 27, 2018","Comedy, Parody"
"32542","Apr 8, 2016 to Jul 1, 2016","Slice of Life, Comedy, School, Seinen"
"8675","Jul 4, 2010 to Sep 26, 2010","Comedy, School, Shounen, Slice of Life"
"32836","Jul 2, 2017 to Oct 1, 2017","Action, Music, Sci-Fi"
"1557","Oct 3, 2006 to Mar 13, 2007","Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo"
"18139","Jan 6, 2014 to May 26, 2014","Comedy, School, Seinen"
"10495","Jul 5, 2011 to Sep 20, 2011","Comedy, School, Shoujo Ai, Slice of Life"
"30868","Nov 27, 2015","Action, Horror, Mystery, Seinen, Supernatural"
"33506","Jan 7, 2017 to Mar 25, 2017","Action, Demons, Supernatural, Fantasy, Shounen"
"7647","Apr 5, 2010 to Jun 28, 2010","Comedy, Romance, Seinen"
"34443","Jun 25, 2018 to Dec 17, 2018","Action, Martial Arts, Shounen"
"874","Apr 1, 2001 to Mar 31, 2002","Adventure, Comedy, Drama, Fantasy, Shounen"
"11359","Aug 2, 2011","Action, Sci-Fi, Comedy, Super Power, Fantasy, Shounen"
"31706","Jul 6, 2016 to Sep 21, 2016","Action, Comedy, Magic, Fantasy"
"33845","Apr 22, 2017","Slice of Life, Sports, Drama, School"
"31433","Apr 3, 2018 to Jun 26, 2018","Action, Drama, Military, Sci-Fi, Space"
"12725","Mar 14, 2007","Action, Cars, Sports, Drama, Seinen"
"36220","Nov 25, 2017 to Dec 30, 2017","Comedy, Drama, Romance, School"
"14467","Oct 5, 2012 to Dec 28, 2012","Action, Super Power, Supernatural"
"1087","Apr 6, 1987 to Mar 7, 1988","Slice of Life, Comedy, Super Power, Drama, Romance, School, Shounen"
"6793","Sep 30, 2009","Comedy, Historical, Demons, Supernatural, Fantasy, Shounen"
"2227","Oct 21, 1987 to Mar 23, 1988","Drama, Historical"
"30913","May 30, 2012","Music, Psychological, Sci-Fi"
"7877","Jul 23, 2003","Drama, School, Slice of Life"
"528","Jul 18, 1998","Action, Adventure, Comedy, Drama, Fantasy, Kids"
"34561","Apr 8, 2017 to Sep 16, 2017","Action, Sci-Fi, Fantasy"
"6634","Jul 11, 2010 to Sep 26, 2010","Action, Historical, Martial Arts, Samurai, Super Power"
"6773","Oct 8, 2011 to Mar 24, 2012","Action, Supernatural, Drama, Romance, Fantasy"
"9751","Mar 17, 2012","Action, Ecchi, Magic, Military, Sci-Fi"
"14289","Oct 7, 2012 to Dec 30, 2012","Drama, Romance, School, Shoujo"
"10573","Aug 26, 2011 to Oct 26, 2011","Sports, Shounen"
"29854","Jul 3, 2015 to Dec 25, 2015","Action, Adventure, Comedy, Demons, Shounen, Supernatural"
"24405","Oct 5, 2014 to Apr 3, 2016","Action, Sci-Fi, Supernatural, School, Shounen"
"34284","Oct 7, 2017 to Nov 11, 2017","Slice of Life, Drama, Magic, Fantasy"
"880","Apr 7, 2006 to Sep 15, 2006","Comedy, Magic, Romance, Seinen, Supernatural"
"31580","Jan 16, 2016 to Apr 9, 2016","Action, Mystery, Horror, Supernatural, Seinen"
"33513","Nov 19, 2016","Action, Comedy, School, Shounen"
"1239","Mar 4, 1995 to Mar 2, 1996","Drama, Magic, Romance, Shoujo"
"25341","Nov 17, 2014 to Mar 17, 2015","Comedy, Sports, School, Shounen"
"32108","Mar 12, 2016","Action, Adventure, Comedy, Drama"
"31552","Jan 27, 2016","Action, Mystery, Supernatural"
"7661","Apr 4, 2010 to Sep 26, 2010","Sports, Drama, Seinen"
"23251","Oct 6, 2014 to Dec 22, 2014","Comedy, Shounen, Supernatural"
"5060","Jan 24, 2009 to Mar 5, 2010","Comedy, Historical, Parody"
"24703","Apr 4, 2015 to Jun 20, 2015","Action, Comedy, Demons, Ecchi, Harem, Romance, School"
"36823","Nov 18, 2016 to Jan 6, 2017","Comedy, Historical, Supernatural, Romance"
"914","Apr 6, 1995 to Sep 28, 1995","Comedy, Ecchi, School, Sports"
"6553","2008","Comedy, Romance, Shounen Ai"
"617","Jun 5, 1993","Adventure, Historical, Horror, Supernatural, Romance, Samurai, Fantasy, Shounen"
"3466","Oct 19, 2005","Adventure, Fantasy, Psychological"
"12487","Jul 8, 2012 to Sep 30, 2012","Action, Fantasy, Sci-Fi"
"22693","Apr 5, 2014 to Mar 28, 2015","Fantasy, Magic, Romance, Shoujo"
"8190","Apr 26, 2010","Comedy, Romance, Josei"
"36513","Apr 11, 2018 to Jun 27, 2018","Seinen, Slice of Life"
"2498","Mar 4, 1995","Comedy, Drama, School, Shounen, Slice of Life, Sports"
"23701","Apr 30, 2009","Slice of Life, Comedy, Romance, School"
"10716","Nov 5, 2011","Action, Sci-Fi, Super Power, Supernatural"
"2202","Jul 28, 1982","Action, Adventure, Drama, Sci-Fi, Space"
"1840","Jul 9, 2007 to Sep 24, 2007","Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School"
"67","Apr 13, 2005 to Sep 21, 2005","Action, Adventure, Historical, Supernatural, Romance, Samurai, Fantasy"
"2673","Mar 10, 2007","Adventure, Comedy, Fantasy"
"36480","Dec 23, 2017","Action, Adventure, Comedy, Historical, Samurai, Fantasy, Seinen"
"6152","Sep 14, 2005","Action, Fantasy, Drama, Sci-Fi"
"14131","Oct 9, 2012 to Mar 25, 2013","Action, Sports, Military, School"
"36686","Dec 29, 2015 to ?","Magic, Fantasy"
"821","May 15, 2002","Action, Cars, Drama, Seinen, Sports"
"21327","Apr 7, 2014 to Jun 23, 2014","Slice of Life, Comedy, School, Shounen"
"2012","Apr 13, 1996 to Jun 21, 1997","Adventure, Comedy, Horror, Romance, School, Shounen, Supernatural"
"1567","Oct 12, 1995 to Sep 12, 1996","Adventure, Magic, Romance, Shoujo"
"428","Sep 24, 2004","Adventure, Comedy, Sports, Drama, Shoujo"
"145","Oct 2, 1998 to Mar 26, 1999","Comedy, Drama, Romance, School, Shoujo, Slice of Life"
"9396","Feb 23, 2011","Slice of Life, Comedy, School"
"3001","Oct 12, 2007 to Dec 21, 2007","Comedy, Supernatural, School, Seinen"
"340","Apr 6, 2004 to Sep 28, 2004","Action, Historical, Martial Arts, Samurai, Shounen"
"10500","Mar 5, 2011","Drama, Historical"
"33338","Jul 16, 2016","Action, Adventure, Comedy, Drama, Fantasy, Shounen"
"23277","Jan 16, 2015 to Mar 27, 2015","Harem, Comedy, Romance, Ecchi, School"
"355","Oct 6, 2005 to Mar 23, 2006","Action, Drama, Fantasy, Romance, School, Supernatural"
"11371","Jan 5, 2012 to Mar 29, 2012","Action, Comedy, Sports, Shounen"
"885","Dec 22, 1985","Fantasy, Dementia, Drama"
"17437","Jan 25, 2014","Music, Comedy, Drama"
"1985","Oct 5, 1975 to Feb 27, 1977","Mecha, Sci-Fi, Shounen"
"16241","Apr 7, 2013 to Jun 30, 2013","Comedy, Demons, Supernatural"
"35789","Jan 9, 2018 to Jun 26, 2018","Comedy, Drama, Shounen, Sports"
"4416","Apr 11, 2005 to Jun 27, 2005","Action, Mecha, Sci-Fi, Super Power"
"857","Apr 5, 2006 to Sep 27, 2006","Action, Comedy, Ecchi, Shounen, Sports"
"11433","Jan 10, 2012 to Mar 27, 2012","Comedy, Drama, Romance, Sci-Fi, Slice of Life"
"32189","Jul 11, 2016 to Sep 26, 2016","Action, Mystery, Horror, Psychological"
"5348","Apr 19, 2008","Adventure, Police, Comedy, Mystery, Shounen"
"9839","Dec 17, 2007","Adventure, Mystery, Comedy, Police, Shounen"
"3785","Nov 17, 2012","Action, Sci-Fi, Mecha"
"455","Oct 5, 2004 to Mar 29, 2005","Adventure, Fantasy, Mystery, Romance, Sci-Fi"
"7902","Aug 26, 2009 to Nov 24, 2010","Parody, Fantasy, Comedy, Military"
"1395","1998 to 2000","Drama, Sci-Fi, Shounen, Sports"
"26023","Jun 19, 2015","Sci-Fi, Comedy, Parody, Romance"
"36094","Jan 12, 2018 to Mar 30, 2018","Slice of Life, Fantasy, Seinen"
"37497","Oct 6, 2018 to Dec 29, 2018","Drama, Magic, Romance"
"5204","Dec 20, 2008","Action, Magic, Mystery, Romance, Supernatural, Thriller"
"5290","Mar 1, 2008","Comedy, Sci-Fi, Shounen"
"250","Apr 6, 2003 to Mar 26, 2006","Adventure, Comedy, Demons, Supernatural, Magic, Shounen"
"15439","Nov 9, 2012","Fantasy, Shounen Ai"
"194","Dec 21, 2002 to Oct 20, 2004","Adventure, Mecha, Military, Sci-Fi, Shounen"
"5162","Jan 5, 2009 to Mar 30, 2009","Slice of Life, Comedy, School"
"21667","Jul 23, 2014","Comedy, School, Seinen, Slice of Life"
"2549","Jan 1, 1978 to Dec 31, 1978","Slice of Life, Historical, Drama, Shoujo"
"2257","Oct 23, 1981 to Mar 25, 1983","Mecha, Military, Drama, Sci-Fi, Shounen"
"11743","Feb 23, 2013","Action, Magic, Sci-Fi, Super Power"
"177","Apr 9, 2005 to Oct 15, 2005","Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen"
"18753","Sep 19, 2013","Comedy, Romance, School"
"16005","Jan 8, 2013 to Mar 26, 2013","Action, Super Power, Supernatural, Shounen"
"304","Oct 21, 2000","Comedy, Magic, Romance, Seinen, Supernatural"
"22147","Oct 7, 2014 to Dec 26, 2014","Comedy, Drama, Magic, Fantasy"
"1240","Dec 23, 1995","Drama, Magic, Shoujo"
"4835","Dec 13, 2008","Action, Adventure, Comedy, Super Power, Supernatural, Shounen"
"4182","Mar 26, 2008","Sci-Fi, Comedy, Parody"
"8331","Apr 17, 2010","Police, Comedy, Mystery, Shounen"
"16528","Jun 8, 2013","Sci-Fi, Drama, Romance, Shoujo"
"2002","Apr 2, 2007 to Oct 1, 2007","Action, Mecha, Military, Sci-Fi, Space"
"449","Dec 23, 2004","Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen"
"10568","Jul 2, 2011 to Sep 24, 2011","Mystery"
"31418","Nov 26, 2016","Action, Military, Sci-Fi, Drama"
"1579","Oct 2, 2006 to Mar 26, 2007","Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo"
"5494","Apr 5, 2009 to Dec 27, 2009","Drama, Historical, Kids, Slice of Life"
"34414","Jan 4, 2017 to Mar 22, 2017","Action, Comedy, Drama"
"1034","Mar 14, 1987","Action, Drama, Military, Sci-Fi, Space"
"26243","Apr 4, 2015 to Jun 20, 2015","Action, Military, Supernatural, Drama, Vampire, Shounen"
"708","Jan 5, 2002 to Jun 29, 2002","Adventure, Sci-Fi"
"23135","Jul 5, 2014 to Mar 28, 2017","Music, Slice of Life, School, Shoujo"
"32485","Mar 4, 2016","Comedy, Romance, Ecchi, School, Seinen"
"5493","Jul 31, 2008","Action, Comedy, Supernatural, Martial Arts, Shounen"
"46","Dec 20, 1997","Samurai, Historical, Drama, Shounen"
"2562","Oct 14, 2007 to Mar 23, 2008","Drama, Game, Mystery, Thriller"
"1861","Aug 20, 1994","Slice of Life, Comedy, Sports, Drama, School, Shounen"
"37341","Mar 28, 2018 to Jul 25, 2018","Slice of Life, Comedy"
"1488","Feb 5, 1985 to Jun 15, 1986","Action, Military, Adventure, Drama, Romance"
"32365","Jul 6, 2016","Action, Comedy, Super Power, Martial Arts, Shounen"
"35849","Jan 13, 2018 to Jul 7, 2018","Action, Drama, Mecha, Romance, Sci-Fi"
"2961","Mar 6, 1999","Action, Fantasy, Kids, Sci-Fi"
"12049","Aug 18, 2012","Action, Adventure, Fantasy, Magic, Comedy, Shounen"
"587","Jan 13, 2006 to Feb 24, 2006","Comedy, Drama, Romance"
"33654","Jul 8, 2017 to Sep 23, 2017","Drama, Romance, School, Shounen Ai, Slice of Life"
"24781","Oct 15, 2014 to Feb 16, 2015","Action, Psychological, Supernatural, Thriller, Shounen"
"10999","Dec 23, 2011","Sci-Fi, Sports, Super Power, Shounen"
"11013","Jan 13, 2012 to Mar 30, 2012","Comedy, Supernatural, Romance, Shounen"
"33082","Jul 9, 2016","Action"
"35079","Oct 6, 2017 to Dec 22, 2017","Action, Adventure, Slice of Life"
"34984","Jan 12, 2018 to Mar 30, 2018","Romance, Seinen"
"334","Mar 13, 1994 to Sep 3, 1995","Comedy, Drama, Romance, Shoujo"
"3673","Apr 13, 2008 to Sep 28, 2008","Action, Adventure, Mystery"
"10588","Oct 7, 2011 to Mar 30, 2012","Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School"
"209","Sep 1, 2003 to Mar 16, 2004","Action, Adventure, Comedy, Drama, Sci-Fi, Super Power"
"4921","Mar 10, 1992","Adventure"
"15989","Feb 20, 2013 to Aug 21, 2013","Game, Slice of Life, School"
"13245","Apr 20, 2012 to Apr 24, 2013","Action, Comedy, Sports, Shounen"
"2268","Jul 6, 1985 to Jun 26, 1987","Sci-Fi, Adventure, Mecha, Shounen"
"4654","Oct 5, 2008 to Mar 19, 2009","Action, Magic, Sci-Fi, Super Power"
"1924","Feb 6, 1988","Action, Sci-Fi, Adventure, Comedy, Drama, Romance"
"10216","Apr 8, 2011 to Jul 1, 2011","Comedy, Supernatural, Demons"
"34374","Mar 18, 2017","Slice of Life, Drama, Magic, Fantasy"
"2198","Feb 23, 2007","Comedy, Magic, Romance, Seinen, Supernatural"
"12291","Apr 6, 2012 to Jun 29, 2012","Slice of Life, Comedy, Romance, School"
"13709","Oct 27, 2007","Action, Adventure, Samurai"
"31821","Jul 3, 2016 to Aug 21, 2016","Action, Adventure, Historical, Supernatural, Drama, Fantasy, Shounen"
"32827","Mar 2, 2018","Action, Mystery, Police, Psychological, Supernatural, Thriller"
"18671","Jan 9, 2014 to Mar 27, 2014","Comedy, Drama, Romance, School, Slice of Life"
"1478","Apr 25, 1997","Adventure, Comedy, Shounen"
"2514","2004","Adventure, Mystery, Police, Shounen"
"31376","Apr 10, 2016 to Jun 26, 2016","Slice of Life, Comedy, Supernatural, Magic, Shounen"
"1251","Apr 13, 1990 to Apr 12, 1991","Adventure, Comedy, Historical, Romance, Sci-Fi"
"1393","Apr 1, 1994 to Feb 1, 1995","Drama, Sci-Fi, Shounen, Sports"
"19191","Nov 30, 2013","Mecha, Police, Psychological, Sci-Fi"
"31997","Feb 24, 2016","Comedy, Historical, Parody"
"32215","Dec 9, 2015","Action, Ecchi, Comedy, Harem, Romance, Demons, School"
"2174","Apr 28, 2007","Action, Adventure, Martial Arts, Romance"
"36593","Feb 4, 2018 to Jan 27, 2019","Action, Fantasy, Magic, Shoujo"
"2848","Jul 28, 2007","Adventure, Demons, Shounen"
"36522","Feb 23, 2018 to May 11, 2018","Action, Comedy, Magic, Shounen Ai, Supernatural"
"13655","Oct 6, 2012 to Apr 6, 2013","Slice of Life, Comedy, Supernatural, Drama, School"
"15051","Jan 6, 2013 to Mar 31, 2013","Slice of Life, Music, School"
"21105","Jul 10, 2014 to Sep 11, 2014","Comedy, Romance, Shounen Ai"
"1563","Apr 10, 1995 to Nov 27, 1995","Adventure, Drama, Fantasy, Magic, Mecha, Romance, Shoujo"
"17947","Jul 22, 2017","Action, Drama, Magic, Sci-Fi"
"96","Apr 1, 1994 to Mar 31, 1995","Sci-Fi, Adventure, Space, Comedy, Sports, Drama, Romance, Martial Arts, Mecha"
"3626","Apr 25, 1996 to Oct 25, 1996","Action, Military, Sci-Fi, Adventure, Space, Psychological, Drama, Mecha"
"11933","Jul 9, 2012 to Sep 24, 2012","Comedy, Historical, Romance"
"1029","Jul 20, 1991","Slice of Life, Drama, Romance"
"3848","Mar 1, 2008","Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
"5419","Apr 15, 2009","Parody, Comedy, School"
"33091","Jul 7, 2016 to Aug 4, 2016","Sci-Fi, Drama"
"14123","May 16, 2012","Action, Fantasy, Kids"
"441","Aug 14, 1999","Dementia, Drama, Fantasy, Romance, Shoujo, Shoujo Ai"
"2424","Sep 25, 1998 to Sep 25, 1999","Comedy, Shoujo"
"36470","Apr 5, 2018 to Jun 28, 2018","Comedy, Romance, Slice of Life"
"14669","Apr 13, 2013","Supernatural, Drama, Romance, School"
"35823","Jun 29, 2017","Comedy, Vampire, Fantasy, School, Seinen"
"2171","Apr 21, 2007","Adventure, Comedy, Mystery, Police, Shounen"
"34349","Aug 15, 2016 to Oct 17, 2016","Comedy, Sports, School, Shounen"
"25687","Nov 21, 2015","Action, Adventure, Comedy, Drama"
"21743","Oct 4, 2014 to Dec 20, 2014","Action, Historical, Shoujo, Supernatural"
"32071","Oct 14, 2016","Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi, Seinen"
"21273","Apr 10, 2014 to Jun 26, 2014","Slice of Life, Comedy"
"11663","Mar, 2011","Action, Historical, Supernatural, Drama, Samurai"
"13115","Jul 9, 2012 to Sep 24, 2012","Action, Historical, Supernatural, Drama, Samurai, Josei"
"23269","Apr 6, 2015 to Jun 22, 2015","Slice of Life, Comedy, School, Seinen"
"270","Oct 11, 2001 to Jan 17, 2002","Action, Horror, Supernatural, Vampire, Seinen"
"11617","Jan 6, 2012 to Mar 23, 2012","Comedy, Demons, Ecchi, Harem, Romance, School"
"8217","Apr 3, 2010 to Apr 2, 2011","Fantasy, Magic, School, Shoujo"
"22817","Apr 5, 2014 to Sep 27, 2014","Mystery, Shounen"
"32900","Jun 17, 2017","Action, Magic, Supernatural, Sci-Fi"
"522","May 26, 2001","Adventure, Drama, Police, Romance, Sci-Fi, Shounen"
"37175","Feb 3, 2018 to Apr 21, 2018","Mystery, Psychological, Thriller"
"16762","Jun 19, 2013","Action, Psychological, Supernatural, Shounen"
"10589","Jul 30, 2011","Action, Adventure, Martial Arts, Super Power, Mystery, Shounen"
"353","Feb 3, 2002 to Jan 26, 2003","Comedy, Magic, Shoujo"
"9979","Mar 19, 2011","Action, Fantasy, Magic, Shoujo"
"15775","Dec 3, 2012 to Aug 23, 2013","Comedy, Seinen, Slice of Life"
"36962","May 2, 2018","Drama, Shounen"
"3369","Oct 7, 2000 to Mar 24, 2001","Game, Historical, Shounen"
"6802","Jan 5, 2010 to Mar 23, 2010","Military, Sci-Fi, Music, Slice of Life"
"8197","Jun 23, 2010 to Sep 22, 2010","Military, Music, Sci-Fi, Slice of Life"
"16524","Apr 7, 2013 to Jun 30, 2013","Action, Sci-Fi, Adventure, Mecha"
"11757","Jul 8, 2012 to Dec 23, 2012","Action, Adventure, Fantasy, Game, Romance"
"30458","Sep 30, 2015","Action, Drama, Horror, School, Seinen, Supernatural"
"10714","Aug 13, 2011","Action, Sci-Fi, Super Power, Psychological, Supernatural"
"1003","Apr 1, 2005 to Dec 23, 2005","Magic, Comedy, Romance, Supernatural, Seinen"
"16273","Nov 7, 2012","Slice of Life, Comedy, Romance, School"
"10067","Dec 22, 2010","Supernatural, Drama, School"
"4981","Oct 2, 2008 to Mar 16, 2009","Action, Adventure, Drama, Psychological, Sci-Fi"
"33731","Jan 9, 2017 to Mar 27, 2017","Comedy, Demons, Supernatural, School, Shounen"
"27411","Jun 20, 2015","Action, Mecha, Police, Psychological, Sci-Fi"
"4039","Apr 12, 2008 to Mar 28, 2009","Action, Adventure, Drama, Thriller, Seinen"
"21075","Feb 26, 2014","Comedy, Historical, Parody"
"32953","Apr 27, 2016","Music"
"15437","Oct 20, 2012","Action, Harem, Comedy, Supernatural, Magic, Ecchi"
"4188","Aug 12, 2008 to Feb 17, 2009","Adventure, Comedy, Ecchi, Harem, Magic, Romance, Shounen, Supernatural, Vampire"
"36936","Jul 20, 2018","Adventure, Drama, Fantasy"
"16287","Dec 20, 2012","Action, Comedy, Super Power, Fantasy, Shounen"
"34262","Apr 5, 2017 to Jun 21, 2017","Slice of Life, Comedy, Historical, Shounen"
"23301","Apr 3, 2014 to Oct 29, 2015","Action, Adventure, Comedy, Kids, Fantasy"
"1608","Feb 18, 2001 to Mar 18, 2001","Comedy, Drama, Seinen"
"10378","Sep 27, 2011 to Dec 25, 2011","Slice of Life, Comedy, Shounen"
