"workId","engName","synonymsName","jpName","episodes","genres"
"20929",\N,\N,"GAL男宣言","1","Music, Comedy"
"8146","Spooky Kitaro: Giant Sea Monster","Gegege no Kitarou: The Great Sea Beast, Gegege no Kitarou Dai Kaijuu, Gegege no Kitaro: Daikaiju, GeGeGe no Kitaro movie #7: The Giant Sea Monster","ゲゲゲの鬼太郎 大海獣","1","Action, Fantasy, Horror, Shounen, Supernatural"
"4385",\N,"Great Mazinger vs. Getter Robo","グレートマジンガー対ゲッターロボ","1","Action, Mecha, Sci-Fi"
"2523","Izumo: Flash of a Brave Sword","Izumo: Flash of a Brave Sword, Izumo: Takeki Ken no Hirameki, Izumo2, Izumo TTnS","IZUMO -猛き剣の閃記-","12","Adventure, Drama, Fantasy, Martial Arts, Romance, Supernatural"
"3153",\N,"Science Ninja Team Gatchaman (movie)","科学忍者隊 ガッチャマン","1","Action, Adventure, Sci-Fi, Shounen"
"2609",\N,"A Girl in a Lower Grade","下級生","13","Harem, Drama, Romance, School"
"32503",\N,"Kemeko Deluxe! Special","イズミちゃん、不健康よ！（仮）","1","Ecchi"
"3279",\N,"Kinnikuman: Justice Superman vs. Soldier Superman","キン肉マン 正義超人ＶＳ戦士超人","1","Action, Comedy, Sports, Shounen"
"23897","Lovely Movie: Lovely Muuuuuuuco!","Lovely Muco!","ラブリームービー いとしのムーコ","20","Slice of Life"
"25149",\N,"Bell on a Deer, The Deer's Bell","鹿铃","1","Kids"
"10755",\N,"Lupin vs. Holmes, Lupin Against Holmes","ルパン対ホームズ","1","Mystery"
"23989",\N,\N,"マケン姫っ！通 Ｐ～私事","5","Ecchi"
"4614",\N,"Prinz Arthus, King Arthur: Prince on White Horse","燃えろアーサー・白馬の王子","22","Adventure, Romance, Historical, Drama"
"13681",\N,\N,"猫神やおよろず","7","Comedy, Supernatural, Seinen"
"28963",\N,"Ribon Festa 2015, Ribbon Festa 2015","猫田のことが気になって仕方ない。","1","School, Shoujo"
"19351",\N,\N,"にじいろ☆プリズムガール","4","Comedy, Romance, School, Shoujo"
"29511",\N,"Wakate Animator Ikusei Project, 2015 Young Animator Training Project, Anime Mirai 2015","音楽少女","1","Slice of Life, Music"
"37051",\N,\N,"Petit☆ドリームスターズ! レッツ・ラ・クッキン? ショータイム!","1","Slice of Life, Magic, Fantasy"
"31927",\N,"Phantom of the Kill: Zero's Rebellion","ファントム オブ キル ―ZEROからの反逆―","1","Action, Adventure, Fantasy"
"16397","Photo Kano","Foto Kano, Photograph Girlfriend","フォトカノ","13","Ecchi, Romance, School"
"337","Psychic Academy","Psychic Academy Aura Banshou","サイキックアカデミー煌羅万象","24","Comedy, Romance, Supernatural"
"3877","Nell the Wandering Girl","Little Nell","さすらいの少女ネル","26","Adventure, Historical, Shoujo"
"3819","Nozomi In The Sun","Wandering Sun, Nathalie Sasurai no Taiyo","さすらいの太陽","26","Music, Drama"
"11049",\N,\N,"新メイプルタウン物語 パームタウン編 こんにちは! 新しい町","1","Slice of Life, Fantasy"
"9799",\N,"Crayon Shin-chan: Shin-Men","SHIN-MEN","13","Action, Comedy, Super Power, Seinen"
"8961",\N,"Tono to Issho TV","殿といっしょ 1分間劇場","12","Comedy, Samurai, Seinen"
"4584","Return of Topo Gigio","Toppo Jijo","帰って来た　トッポ・ジージョ","21","Kids, Adventure, Comedy"
"10595",\N,"Vitamin X OVA","VitaminX Addiction","3","Romance, School"
"15313","Wooser's Hand-to-Mouth Life","Project Wooser","うーさーのその日暮らし","12","Slice of Life, Comedy, Fantasy"
"16576",\N,"Yugioh, Yu-Gi-Oh! Zexal II Episode 8.5, Episode 81.5, Yu-Gi-Oh! Zexal 2nd Recap, Yuu Gi Ou!","遊☆戯☆王ZEXAL -ゼアル- II 第81.5話  「みどころてんこ盛りスペシャル」","1","Action, Fantasy, Game, Shounen"
"19029",\N,\N,"ゆゆ式　にゃにゃ式","6","Comedy"
"12131",\N,"Sanjuu-sai no Hoken Taiiku Specials","30歳の保健体育","3","Ecchi, Parody, Romance, Seinen"
"9163",\N,"Attack No.1 Movie 1","アタックNo.1 (1970)","1","Sports, Drama, Shoujo"
"9166",\N,"Attack No.1 Movie 3","アタックNo.1 涙の世界選手権","1","Sports, Drama, Shoujo"
"6920","Blade",\N,"ブレイド","12","Action, Drama, Horror, Vampire"
"14077",\N,"BLOOD-C The Last Dark Special","のねのね劇場","7","Comedy, Parody"
"33522",\N,\N,"ちばペダル ~弱虫ペダルと学ぶ自転車交通安全~","6","Sports, Shounen"
"9881",\N,\N,"超スーパーカー ガッタイガー","25","Action, Cars, Sci-Fi"
"13807",\N,"Corpse Party OVA","コープスパーティー Missing Footage","1","Horror, School"
"28369",\N,"Dr. Slump: Penguin Village SOS, Dr. Slump: Game by Heart, Episode 24.5","Dr.スランプアラレちゃんスペシャル","2","Sci-Fi, Comedy, Shounen"
"4443",\N,\N,"デュエル・マスターズ　チャージ","52","Action, Adventure, Comedy, Shounen"
"1344","8 Man After","Eight Man After, Eitoman After, 8man After","エイトマン AFTER","4","Action, Drama, Sci-Fi"
"3671","Genesis Climber Mospeada: Love, Live, Alive","Kikou Soseiki Mospeada: Love, Live, Alive","機甲創世記モスピーダ Love, Live, Alive","1","Action, Mecha, Music"
"3015",\N,"Legend of the Galactic Heroes Gaiden: Golden Wings, LoGH Gaiden: Golden Wings, Legend of the Galactic Heroes MOVIE (1992)","銀河英雄伝説外伝　黄金の翼","1","Action, Drama, Military, Sci-Fi, Shounen, Space"
"38681","God Eater 3",\N,"GOD EATER 3","1","Action, Game, Music"
"3906",\N,"H.P. Lovecraft no Dunwich Horror Sonota no Monogatari","H・P・ラヴクラフトのダニッチ・ホラー　その他の物語","1","Horror"
"9598","Haiyoru! Nyaruani: Remember My Mr. Lovecraft","Haiyore! Nyaruko-san, Haiyoru! Nyarl-ani: Remember My Love(craft-sensei)","這いよる!ニャルアニ リメンバー・マイ・ラブ(クラフト先生)","11","Comedy, Sci-Fi"
"22487","Hello Kitty in The Little Match Girl","Hello Kitty's Animation Theater 10b","ハローキティのマッチ売りの少女","1","Kids, Fantasy"
"37308",\N,\N,"K Seven Stories ザ・アイドルK","1","Comedy, Music, Parody"
"3315",\N,"Armored Police Metal Jack","機甲警察 メタルジャック","37","Action, Mecha, Police, Sci-Fi"
"3278",\N,"Kinnikuman: New York Close Call!","キン肉マン ニューヨーク危機一髪！","1","Action, Comedy, Sports, Shounen"
"23367",\N,"Kitakubu Katsudou Kiroku: Chibi Theater, Kitakubu Katsudou Kiroku Specials","帰宅部活動記録 ちび劇場","6","Comedy, School"
"8141",\N,"Hutch the Honeybee","昆虫物語 みつばちハッチ～勇気のメロディ～","1","Adventure, Comedy, Drama"
"9014",\N,\N,"くっつきぼし","2","Romance, Supernatural, Drama, Shoujo Ai"
"3880",\N,"Acrobunch, Demon Regions Legend Acrobunch, Askadis, Acrobanch","魔境伝説アクロバンチ","24","Mecha, Sci-Fi, Shounen"
"22221",\N,"Monoshiri University: Tomorrow's Calendar","ものしり大学　明日のカレンダー","1274","Historical"
"15717",\N,"Shooting Star Lens Specials, Ribon x Oha Suta Specials","流れ星レンズ","3","Romance, Shoujo"
"9243",\N,"Nine 2: Sweetheart Declaration","ナイン2 恋人宣言","1","Action, School, Sports"
"37622",\N,"Ninja Batman x Pop Team Epic Kindan no Collab CM Eizou Kaikin!","『ニンジャバットマン』×『ポプテピピック』禁断のコラボCM","1","Parody, Samurai"
"1547",\N,"Obake no Q-Taro (1965), Q-Taro the Ghost","オバケのＱ太郎","96","Comedy, School, Slice of Life, Supernatural"
"25257",\N,"Persona 4's Mr. Experiment Shorts","ミスターじっけん","5","Comedy"
"29937",\N,"Under Luosheng Tang","秦时明月之罗生堂下","1","Action, Historical, Martial Arts, Fantasy"
"7759",\N,\N,"咲-Saki- ピクチャードラマ","7","Comedy, Slice of Life"
"2466",\N,"Super Deformed Double Feature","スクランブル・ウォーズ　突っ走る！ゲノムトロフィーラリー","1","Parody"
"28447",\N,"Rage of Bahamut: Genesis Recap, Shingeki no Bahamut: Genesis Roundup, Shingeki no Bahamut: Genesis Episode 6.5","神撃のバハムート GENESIS Roundup","1","Action, Adventure, Fantasy, Magic, Supernatural, Demons"
"988",\N,"New Legend of the Heroes of the Warring Nations - The Ten Sanada Brave Soldiers Sanada 10 TV","新釈 戦国英雄伝説 眞田十勇士 The Animation","12","Action, Comedy, Historical, Military, Samurai"
"5369","Street Fighter IV: The Ties That Bind","Street Fighter IV, Street Fighter IV: Arata naru Kizuna","ストリートファイターIV 新たなる絆","1","Action, Adventure, Shounen"
"6900",\N,\N,"たまごっち!","143","Comedy, Kids"
"4599",\N,"Fun Willow Town","楽しいウイロータウン","26","Kids, Fantasy"
"17959",\N,"Astro Boy: The Secret of Atom's Birth","鉄腕アトム　アトム誕生の秘密","1","Drama, Mecha, Sci-Fi"
"17068",\N,\N,"Transfer","1","Action, Music"
"31994","Yamishibai: Japanese Ghost Stories 3","Yamishibai: Japanese Ghost Stories Third Season, Theater of Darkness 3rd Season","闇芝居 3期","13","Dementia, Horror, Supernatural"
"6075",\N,"Little Women in Love, Anime Ai no Awa Awa Hour, Anime Lovers' Awa Awa Hour, Anime Lovers' Bubble Bubble Hour, Modern Love's Silliness","愛の若草山物語","12","Comedy"
"7779",\N,"Hans Christian Andersen Stories, Anderson Stories","アンデルセン物語","52","Kids, Fantasy, Drama"
"6520","Animated Tamagotchi Found on Television!","Tamagotchi","アニメ　ＴＶで発見！！　たまごっち","27","Comedy, Fantasy, Kids, Slice of Life"
"19973",\N,"Ashita no Joe: Aoyama & Rikiishi Pilot Episodes","あしたのジョー パイロットフィルム","2","Drama, Shounen, Sports"
"24373",\N,\N,"バカボン・おそ松のカレーをたずねて三千里","1","Comedy"
"1380","Blue Gender: The Warrior",\N,"BLUE GENDER THE WARRIOR","1","Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space"
"8183",\N,"Adventure of Korobokkuru","冒険コロボックル","26","Adventure"
"6645","Chu-Bra","Chuu Bra!!, Chubra!!, Chuubra!!","ちゅーぶら!!","12","Ecchi, Comedy, School, Seinen"
"23189",\N,"Dekobou's New Picture Book: Failure of a Great Plan","凸坊新画帳　名案の失敗","1","Comedy"
"7816","Dr. Slump and Arale-chan: N-cha! Clear Skies Over Penguin Village","Dr. Slump: Arale-chan - Ncha! Penguin Mura wa Hare Nochi Hare","Dr.スランプ アラレちゃん んちゃ!ペンギン村はハレのち晴れ","1","Comedy, Sci-Fi, Shounen"
"14073","Ebiten",\N,"えびてん 公立海老栖川高校天悶部","10","Comedy, Ecchi, Parody, School, Shounen"
"25495",\N,\N,"FAKE!FAKE!","1","Music"
"6271","Strange Tales of Modern Mysterious Events",\N,"現代畸聞録　怪異物語","1","Horror"
"35909",\N,"Mahoujin Guruguru Petit Anime Theater","グルグル ぷちあにめ劇場","24","Adventure, Comedy, Slice of Life, Super Power"
"17897","Flowers Will Bloom","Hana ha Saku","花は咲く","1","Music"
"16646",\N,"Pandaneko Gymnastic, Hanamaru Kindergarten: Panda Cat Gymnastics","はなまる幼稚園 ぱんだねこ体操","8","Comedy, Kids, Music"
"1851","Lord of Lords Ryu Knight: Adeu's Legend Final","Haou Taikei Ryu Knight: Adeu Legend Final - Onsen Dungeon no Kettou","覇王大系リューナイト アデュー・レジェンド・ファイナル 温泉ダンジョンの決闘","1","Parody, Adventure, Fantasy, Comedy, Mecha"
"19961",\N,\N,"平成天才バカボン","46","Slice of Life, Comedy"
"18029","Hello Kitty in The Wonderful Sisters","Hello Kitty and Friends: The Wonderful Sisters","ハローキティのすてきな姉妹","1","Fantasy, Kids"
"1977",\N,"Hijikata Toshizo: Shiru no Kiseki, Hijikata Toshizo Shiro no Kiseki, Hijikata Toshizo: The White Trail, Toshizo Hijikata: Cornerstone of Understanding","土方歳三　白の軌跡","1","Action, Historical, Drama, Samurai"
"3839",\N,"Akko-chan's Secret 3, Secrets of Akko-chan (1998)","ひみつのアッコちゃん 第３期","44","Magic, School, Shoujo"
"12579","A Dark Rabbit has Seven Lives Picture Drama","Itsuka Tenma no Kuro-Usagi Picture Drama, Itsuten Picture Drama, Itsu-ten Picture Drama","いつか天魔の黒ウサギ ピクチャードラマ","6","Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire"
"30921",\N,"Wakate Animator Ikusei Project, 2016 Young Animator Training Project, Anime Tamago","かっちけねぇ！","1","Supernatural"
"577","Eternal Alice","Kagi Hime Monogatari: Eikyuu Alice Rinbukyoku, Kagihime Monogatari: Eikyuu Alice Rondo, Key Princess Story: Eternal Alice Rondo","鍵姫物語 永久アリス輪舞曲","13","Fantasy, Magic"
"2526",\N,\N,"KIRARA","1","Ecchi, Slice of Life, Comedy, Romance, Supernatural"
"9792",\N,"Licca: the Mystery Tale of Mysterious Yunia","Licca ふしぎな不思議なユーニア物語","2","Adventure, Kids"
"10465",\N,\N,"魔乳秘剣帖","12","Action, Comedy, Ecchi, Samurai, Seinen"
"1071",\N,"Memories Off #5, Memories Off #5 The Broken Off Film","Memories Off #5 とぎれたフィルム THE ANIMATION","1","Romance, Drama"
"28179",\N,\N,"ミス・モノクローム-The Animation- MANAGER","1","Music, Slice of Life, Comedy"
"8960",\N,"Monster Hunters, MonHun Nikki Pokapoka Airu-mura, MonHun Diary Felyne Village in Danger: Felynes in a Pinch","モンハン日記 ぎりぎりアイルー村☆アイルー危機一髪☆","10","Action, Comedy"
"3475","Muramasa",\N,"村正","1","Historical, Horror, Martial Arts, Samurai"
"37264",\N,"Overlord Picture Drama, Overlord: The Maid Tea Party","オーバーロード６ 【ドラマＣＤ付特装版】","1","Comedy"
"33193",\N,"One Hundred Thousand Bad Jokes Season 1, Shi Wan Ge Leng Xiaohua Di Yii Ji","十万个冷笑话第一季","12","Comedy, Parody"
"9768",\N,\N,"しましまとらのしまじろう","726","Adventure, Comedy, Fantasy, Kids, Magic"
"6861","Water Brain",\N,"水脑袋","1","Sci-Fi, Dementia, Fantasy"
"8042",\N,"Taishou Baseball Girls, Kon-ya no Watashi wa Romantic Strike","大正野球娘。今夜の私は浪漫ちっくストライク","2","School, Sports"
"1500","Ghost Talker's Daydream","Teizoku Rei Daydream, Vulgar Ghost Daydream","低俗霊DAYDREAM","4","Comedy, Horror, Supernatural, Drama, Ecchi"
"14367","Cheeky Angel DVD Specials",\N,"天使な小生意気DVDスペシャル","13","Shounen"
"18637",\N,"Astro Boy Tetsuwan Atom: Ivan's Planet, Tetsuwan Atom: Ivan's Planet, Astro Boy Tetsuwan Atom Tokubetsu Hen: Ivan no Wakusei - Robot to Ningen no Yuujou","ASTRO BOY 鉄腕アトム特別編 イワンの惑星~ロボットと人間の友情~","1","Action, Mecha, Super Power, Sci-Fi, Shounen"
"927","Transformers Energon",\N,"トランスフォーマー スーパーリンク","51","Sci-Fi, Adventure, Mecha, Shounen"
"33377","Trickster",\N,"TRICKSTER -江戸川乱歩「少年探偵団」より-","24","Sci-Fi, Mystery, Psychological, Drama"
"547",\N,\N,"Wind -a breath of heart- OVA","3","Romance, Supernatural, School, Drama"
"36169","World's End Umbrella","Hatsune Miku, Hanataba to Suisou","WORLD'S END UMBRELLA","1","Music"
"6629",\N,"Little Asari, Super Gal Asari","あさりちゃん","54","Slice of Life, Comedy, Shoujo"
"3131","A Great Super Shot Boy","There's Good Weather Tomorrow","あした天気になあれ","47","Sports, Shounen"
"9796",\N,"Gekijouban 3D Atashin'chi Jounetsu no Chou Chounouryoku Haha Dai Bousou","劇場版3D あたしンち 情熱のちょ～超能力♪母大暴走!","1","Comedy, Super Power"
"32878","elDLIVE",\N,"エルドライブ 【ēlDLIVE】","12","Action, Sci-Fi, Space, Police, Shounen"
"4563",\N,"Bakukyuu Hit! Crash B-Daman","爆球HIT! クラッシュビーダマン","50","Game, Adventure, Kids"
"5829",\N,"Blocker Gundan 4 Machine Blaster, Astrorobot, Blocker Army IV Machine Blaster, Blocker Corps IV: Machine Blaster","ブロッカー軍団Ⅳマシーンブラスター","38","Action, Mecha, Sci-Fi"
"693",\N,"Burn-Up Scramble, Burn Up! Scramble","バーンナップスクランブル","12","Action, Comedy, Drama, Ecchi, Police, Sci-Fi, Shounen"
"8547","Dr. Slump and Arale-chan: Hoyoyo! City of Dreams, Mechapolis","Dr. Slump and Arale-chan: Hoyoyo! Dream Metropolitan Mecha Police","Dr.スランプ アラレちゃん ほよよ!夢の都メカポリス","1","Comedy, Sci-Fi, Shounen"
"1157",\N,\N,"ファイナルファンタジー：アンリミテッド","25","Action, Adventure, Fantasy, Sci-Fi, Shounen"
"34836","Future Card Buddyfight X",\N,"フューチャーカード バディファイトX","52","Game"
"3518",\N,\N,"銀河の魚~URSA minor BLUE~","1","Fantasy, Kids"
"2739",\N,"Highschool Aurabuster: Birth of the Light","ハイスクール・オーラバスター　光の誕生[めざめ]","3","Drama, Fantasy, Super Power"
"4928","Idol Angel Welcome Yoko",\N,"アイドル天使ようこそようこ","43","Comedy, Drama, Shoujo"
"34337","Ikemen Sengoku: Bromances Across Time",\N,"イケメン戦国◆時をかけるが恋ははじまらない","12","Historical, Romance"
"32548",\N,"Alice in Borderland","今際の国のアリス","1","Action"
"848","Jinki: Extend","Jinki:Extend Episode 13, Jinki:Extend OVA","ジンキ・エクステンド 第13話 「それから」","1","Mecha, Sci-Fi"
"1777","The Weathering Continent",\N,"風の大陸","1","Action, Adventure, Fantasy, Supernatural"
"3723","The Adventures of the Little Koala","Koala Boy Kocky","コアラボーイコッキィ","26","Comedy"
"31091","Komori-san Can't Decline!",\N,"小森さんは断れない！","12","Slice of Life, Comedy, School"
"2155",\N,\N,"この青空に約束を― ～ようこそつぐみ寮へ～","13","Harem, Romance, School"
"29301",\N,"Jellyfish Restaurant, Jellyfish Diner","クラゲの食堂","1","Slice of Life, Drama"
"35300","Puella Magi Madoka Magica Side Story: Magia Record",\N,"マギアレコード 魔法少女まどか☆マギカ外伝",\N,"Drama, Magic"
"499","Demon City Shinjuku","Monster City Shinjuku","魔界都市〈新宿〉","1","Adventure, Horror, Romance, Shounen, Supernatural"
"12449","Maken-ki! Secret Training","Maken-ki!: Doki Doki! Maken-ki! Himitsu no Kunren","マケン姫っ！ ドキドキッ！マケン姫っ！秘密の訓練","6","Ecchi, Sports"
"24713",\N,"Miss Monochrome: Supporter","「ミス・モノクローム -The Animation-」OVA サッカー篇","1","Slice of Life, Comedy, Sports"
"31631","Monster Hunter Stories: Ride On",\N,"モンスターハンターストーリーズ RIDE ON","75","Fantasy"
"16335",\N,"Muv-Luv Alternative: Total Eclipse Soushuuhen, Muv-Luv Alternative: Total Eclipse Episode 19.5","マブラヴ オルタネイティヴ トータル・イクリプス 総集編 クライマックス直前スペシャル","1","Action, Mecha, Military, Sci-Fi"
"36569",\N,"Nanatsu no Taizai: Audio Drama - Confession of Sin Dennou Grimoir!, Sin: Nanatsu no Taizai - Tsumi no Kokuhaku Dennou Grimoire!","七つの大罪 「罪の告白 電脳グリモワール!」","10","Comedy, Parody"
"31113",\N,"Gargantia on the Verdurous Planet Recap, Suisei no Gargantia: Li'l Recapantia, Petit Recap, Suisei no Gargantia Recap","ぷちっとふりかえりんてぃあ","1","Action, Adventure, Mecha, Sci-Fi"
"29035","Robot Girls Z Plus","Robot Girls Z+","ロボットガールズZプラス","6","Comedy, Mecha, Parody"
"818","Sakura Diaries","Sakura Mail","桜通信","12","Comedy, Drama, Romance, Slice of Life"
"10869","Scan2Go",\N,"스캔2고","52","Cars, Kids, Shounen, Space, Sports"
"1508","Sci-fi Harry",\N,"サイファイハリー","20","Drama, Horror, Sci-Fi"
"30939",\N,\N,"しらんぷり","1","Drama, School"
"2068",\N,"Genesis Survivor Gaiarth","創世機士ガイアース","3","Action, Sci-Fi, Adventure, Fantasy, Mecha"
"3989",\N,"Desert Rose, Desert Rose: Yuki no Mokushiroku","砂の薔薇[デザート・ローズ] 雪の黙示録","1","Action"
"10349",\N,\N,"Suzy's Zoo だいすき！ウィッツィー","25","Kids"
"445","Tales of Eternia","ToE","テイルズ オブ エターニア THE ANIMATION","13","Adventure, Comedy, Romance, Fantasy"
"6331",\N,"Super Deformed Double Feature","テンリトルガルフォース","1","Action, Military, Sci-Fi, Space, Comedy, Parody, Mecha"
"9344",\N,"Torajima no Mime, Mii the Tabby, Miime the Tabby","トラジマのミーめ","2","Slice of Life"
"30385","Valkyrie Drive: Mermaid",\N,"ヴァルキリードライヴ　マーメイド","12","Action, Ecchi, Fantasy, Shoujo Ai"
"8249","Votoms Finder Armored Trooperoid",\N,"ボトムズファインダー","1","Action, Drama, Mecha, Military, Sci-Fi"
"30166",\N,"Wangpai Yu shi Episode 0, Wangpai Yushi Episode 0","王牌御史0","1","Comedy, Fantasy, School, Shounen, Supernatural"
"2027",\N,\N,"Wind -a breath of heart-","4","Comedy, Romance, School"
"12683",\N,"Dream Dream","ゆめゆめ","1","Music"
"12665","YuruYuri: For Whatever Reason, Never Ending, Heart Throbbing, Pitter-patter, Paradox Eternal","Yuru Yuri Special","ゆるゆり どうして☆止まらない☆トキメキ☆ドキドキ☆パラドクス☆エターナル","1","Comedy"
"11919",\N,"New Attacker You!, Mila & Shiro","続・アタッカーYOU 金メダルへの道","52","Sports, Romance"
"454",".hack//Gift",\N,".hack//GIFT","1","Comedy, Fantasy, Game"
"10139",\N,\N,"２１世紀まんがはじめて物語","1","Adventure, Comedy, Kids, Sci-Fi"
"24699",\N,"Tenchi Muyo! Love","愛・天地無用!","50","Comedy, Sci-Fi, Shounen"
"6462",\N,"Rain Boy","雨ふり小僧","1","Supernatural, Fantasy"
"24531",\N,"Sister's Log: Moyako's Never-ending Monologue","姉ログ 靄子姉さんの止まらないモノローグ","3","Comedy, Ecchi, School, Shounen"
"791","Arion","Neo Heroic Fantasia Arion","ネオ・ヒロイック・ファンタジア　アリオン","1","Action, Adventure, Fantasy, Magic, Drama, Seinen"
"6636","Super High Speed Galvion","Galvion, Cho Kosoku Galvion","超攻速ガルビオン","22","Action, Military, Sci-Fi, Police, Mecha"
"4095",\N,"A Well-Ordered Restaurant, The Restaurant of Many Orders","注文の多い料理店","1","Horror, Supernatural, Fantasy"
"17205","Ein's Summer Vacation","Cowboy Bebop Special, Ein's Summer Holiday","アインのなつやすみ","1","Adventure"
"38385","Dry Dry Try","Monthly SHONEN UQiYO, Hizukuri MV","Dry Dry Try","1","Adventure, Music, Sci-Fi"
"8155","Spooky Kitaro: Crash!! The Great Rebellion of the Multi-Dimensional Yōkai","Gegege no Kitaro: Gekitotsu!! Ijigen Yokai no Daihanran","ゲゲゲの鬼太郎 激突!!異次元妖怪の大反乱","1","Adventure, Comedy, Fantasy, Horror, Supernatural"
"2474","Galaxy Fraulein Yuna Returns","Galaxy Fraulein Yuna OVA 2: Shin'en no Fairy","銀河お嬢様伝説ユナ　～深闇のフェアリィ～","3","Action, Adventure, Comedy, Magic, Mecha, Sci-Fi"
"22441",\N,\N,"ハローキティ りんごの森とパラレルタウン","27","Comedy, Fantasy, Kids"
"37090",\N,"Raten Taishou Hen: Housou Chokuzen Special, Hitori No Shita: Raten Taishou Arc Pre-Broadcast Special","羅天大醮篇 放送直前スペシャル","1","Action, Super Power, Supernatural"
"7230",\N,\N,"星に願いを COLD BODY + WARM HEART","1","Adventure, Sci-Fi"
"2738",\N,"Kasumin 3rd Series","カスミン (第3シリーズ)","26","Kids, Fantasy"
"1856",\N,"Ayu Mayu Theater, Ayu Mayu Gekijou","あゆまゆ劇場","7","Comedy"
"3276",\N,"Kinnikuman: Counterattack! Hidden Space Superman","キン肉マン 逆襲！宇宙かくれ超人","1","Action, Comedy, Sports, Shounen"
"19401",\N,\N,"空想の空飛ぶ機械達","1","Historical"
"2059",\N,"Everyday seems Sunday, Everyday is Sunday, Every Day is Sunday","毎日が日曜日","6","Comedy, Police, Romance"
"10135",\N,\N,"まんがはじめて物語","305","Adventure, Comedy, Historical"
"2621",\N,"The Door Into Summer, Opening to Summer, Natsu he no Tobira, Door to Summer","夏への扉","1","Drama, Romance, Shoujo, Shounen Ai"
"2083",\N,\N,"なつきクライシス","2","Action, Martial Arts, School"
"22435",\N,"Mobile Suit Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai, Mobile Suit Gundam Wing: Frozen Teardrop Picture Drama - A New Battle","新機動戦記ガンダムW Frozen Teardrop ピクチャードラマ","1","Action, Mecha, Sci-Fi"
"36339",\N,"Fukkura","日清のどん兵衛 × けものフレンズ","1","Comedy"
"4719","Queen's Blade: The Exiled Virgin","Queen's Blade, Sentou Kyoukain Alain","クイーンズブレイド 流浪の戦士","12","Action, Adventure, Ecchi, Fantasy"
"5314","Mon Colle Knights: Legend of the Fire Dragon","Rokumon Tengai Monkore Knight Movie: Densetsu no Firedragon, Densetsu no Fire Dragon, Monkore Naito Densentsu no Fire Dragon","劇場版 六門天外モンコレナイト〜伝説のファイアドラゴン〜","1","Adventure, Comedy, Fantasy"
"7108",\N,"Shikabane Hime: Chibi Special, Shikabane Hime: Kuro Omake","屍姫ぷちっと","1","Comedy"
"6899",\N,"Stitch! 2","スティッチ！～いたずらエイリアンの大冒険～","29","Adventure, Comedy, Kids, Sci-Fi"
"3507",\N,"Glay: Survival","サバイバル","1","Dementia, Drama, Music, Psychological, School, Supernatural"
"3512",\N,"I'm Not an Angel","天使なんかじゃない","1","Comedy, Drama, Shoujo"
"4033","THE IDOLM@STER Live For You!","The Idolmaster Live For You!","アイドルマスター ライブフォーユー!","1","Comedy, Drama, Music"
"30537",\N,"The Sound of Tiger & Bunny","Too many cooks spoil the broth.(船頭多くして船山に上る)","1","Action, Comedy, Mystery, Super Power"
"12905",\N,\N,"月がのぼるまでに","1","Drama, Historical"
"5396",\N,"Brave Command Dagwon: The Boy with Crystal Eyes","勇者指令ダグオン 水晶の瞳の少年","2","Mecha"
"1994",".hack//Legend of the Twilight Offline Meeting Special",".hack//DUSK Special, .hack//Tasogare no Udewa Densetsu Special",".hack//黄昏の腕輪伝説 オフラインで会いましょう","1","Adventure, Comedy, Fantasy, Game, Sci-Fi"
"12581",\N,\N,"朝まで授業chu!","1","Comedy, Ecchi, Romance, School"
"10330","Bakugan: Mechtanium Surge",\N,"爆丸バトルブローラーズ Mechtanium Surge","46","Action, Adventure, Fantasy, Game, Shounen"
"2827",\N,"Karimero","カリメロ","45","Comedy"
"6628",\N,"Dengeki Bunko 2007 Movie Festival - Special Opening Animation","電撃文庫MOVIE FESTIVAL - Special Opening Anime (2007)","1","Comedy"
"28921","Disney Tsum Tsum",\N,"ディズニー ツムツム",\N,"Kids"
"23333","DRAMAtical Murder","DMMd","ドラマティカル マーダー","12","Action, Sci-Fi, Super Power, Psychological"
"36915",\N,\N,"Fate/Grand Order -MOONLIGHT/LOSTROOM-","1","Action, Supernatural, Magic, Fantasy"
"6557",\N,"Fortune Quest OVA","フォーチュン・クエスト　～世にも幸せな冒険者たち～","4","Adventure, Comedy, Fantasy, Magic"
"33498","Fight! Kickers","Ganbare! Kickers ep 24, Ganbare! Kickers ep 26, Ganbare! Kickers ep 25, Die Kickers","がんばれ！キッカーズ","3","Drama, Shounen, Sports"
"11769",\N,"Gokujyo","ゴクジョッ。~極楽院女子高寮物語~","12","Comedy, Ecchi, School, Seinen, Shoujo Ai"
"2697","High Speed Jessie",\N,"ハイスピード・ジェシー","12","Action, Sci-Fi"
"17987","Keroppi in Robin Hood","Hello Kitty and Friends: Keroppi in Robin Hood, Keroppi and Friends: Robin Hood","けろけろけろっぴのロビンフッド","1","Kids, Fantasy"
"6012",\N,"Kinpatsu no Jenny, Blonde Jeanie, Jeanie with the Light Brown Hair","金髪のジェニー","13","Historical, Drama"
"23179",\N,"Kyoukai no Rinne Commercial","境界のRINNE","1","Comedy, Supernatural"
